verse,ar,en,timestamps
2:42,وَلَا تَلْبِسُوا ٱلْحَقَّ بِٱلْبَـٰطِلِ,And do not mix the truth with falsehood,0:00.331
,وَتَكْتُمُوا ٱلْحَقَّ وَأَنتُمْ تَعْلَمُونَ,or conceal the truth while you know [it].,0:03.000
2:43,وَأَقِيمُوا ٱلصَّلَوٰةَ وَءَاتُوا ٱلزَّكَوٰةَ,And establish prayer and give zakah,0:08.514
,وَٱرْكَعُوا مَعَ ٱلرَّٰكِعِينَ,and bow with those who bow [in worship and obedience].,0:11.493
2:44,أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ,Do you order righteousness of the people,0:15.468
,وَتَنسَوْنَ أَنفُسَكُمْ,and forget yourselves,0:18.426
,وَتَنسَوْنَ أَنفُسَكُمْ,and forget yourselves,0:22.680
,وَأَنتُمْ تَتْلُونَ ٱلْكِتَـٰبَ ۚ,while you recite the Scripture?,0:25.186
,أَفَلَا تَعْقِلُونَ,Then will you not reason?,0:30.106
2:45,وَٱسْتَعِينُوا بِٱلصَّبْرِ وَٱلصَّلَوٰةِ ۚ,And seek help through patience and prayer;,0:33.393
,وَإِنَّهَا لَكَبِيرَةٌ,"and indeed, it is difficult",0:38.386
,إِلَّا عَلَى ٱلْخَـٰشِعِينَ,except for the humbly submissive [to Allah],0:40.840
2:46,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَـٰقُوا رَبِّهِمْ,Who are certain that they will meet their Lord,0:43.860
,وَأَنَّهُمْ,and that they,0:49.533
,وَأَنَّهُمْ إِلَيْهِ رَٰجِعُونَ,and that they will return to Him.,0:51.880
,,,0:56.367
