verse,ar,en,timestamps
55:46,وَلِمَنْ خَافَ مَقَامَ رَبِّهِۦ جَنَّتَانِ,But for he who has feared the position of his Lord are two gardens -,0:01.170
55:47,فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny? -,0:06.824
55:48,ذَوَاتَآ أَفْنَانٍ,Having [spreading] branches.,0:13.757
55:49,فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:18.118
55:50,فِيهِمَا عَيْنَانِ تَجْرِيَانِ,"In both of them are two springs, flowing.",0:24.651
55:51,فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:28.866
55:52,فِيهِمَا مِن كُلِّ فَـٰكِهَةٍ زَوْجَانِ,"In both of them are of every fruit, two kinds.",0:35.897
55:53,فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:42.687
55:54,مُتَّكِـِٔينَ عَلَىٰ فُرُشٍۭ بَطَآئِنُهَا مِنْ إِسْتَبْرَقٍ ۚ,"[They are] reclining on beds whose linings are of silk brocade,",0:50.175
,وَجَنَى ٱلْجَنَّتَيْنِ دَانٍ,and the fruit of the two gardens is hanging low.,0:57.840
55:55,فَبِأَىِّ ءَالَآءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,1:01.888
,,,1:08.213
