verse,ar,en,timestamps
87:1,سَبِّحِ اسْمَ رَبِّكَ الْأَعْلَى,"Exalt the name of your Lord, the Most High,",0:05.730
87:2,الَّذِى خَلَقَ فَسَوَّى,Who created and proportioned,0:09.109
87:3,وَالَّذِى قَدَّرَ فَهَدَى,And who destined and [then] guided,0:12.381
87:4,وَالَّذِى أَخْرَجَ الْمَرْعَى,And who brings out the pasture,0:15.248
87:5,فَجَعَلَهُ غُثَاءً أَحْوَى,And [then] makes it black stubble.,0:19.837
87:6,سَنُقْرِئُكَ فَلَا تَنسَى,"We will make you recite, [O Muhammad], and you will not forget,",0:25.245
87:7,إِلَّا مَا شَاءَ اللَّهُ,Except what Allah should will.,0:29.117
,إِنَّهُ يَعْلَمُ الْجَهْرَ وَمَا يَخْفَى,"Indeed, He knows what is declared and what is hidden.",0:33.760
87:8,وَنُيَسِّرُكَ لِلْيُسْرَى,And We will ease you toward ease.,0:38.581
87:9,فَذَكِّرْ إِن نَّفَعَتِ الذِّكْرَى,"So remind, if the reminder should benefit;",0:41.390
87:10,سَيَذَّكَّرُ مَن يَخْشَى,He who fears [Allah] will be reminded.,0:45.364
87:11,وَيَتَجَنَّبُهَا الْأَشْقَى,But the wretched one will avoid it,0:49.406
87:12,الَّذِى يَصْلَى النَّارَ الْكُبْرَى,"[He] who will [enter and] burn in the greatest Fire,",0:53.013
87:13,ثُمَّ لَا يَمُوتُ فِيهَا وَلَا يَحْيَى,Neither dying therein nor living.,0:57.704
87:14,قَدْ أَفْلَحَ مَن تَزَكَّى,He has certainly succeeded who purifies himself,1:03.127
87:15,وَذَكَرَ اسْمَ رَبِّهِ فَصَلَّى,And mentions the name of his Lord and prays.,1:07.350
87:16,بَلْ تُؤْثِرُونَ الْحَيَوةَ الدُّنْيَا,"But you prefer the worldly life,",1:10.866
87:17,وَالْءَاخِرَةُ خَيْرٌ وَأَبْقَى,While the Hereafter is better and more enduring.,1:15.141
87:18,إِنَّ هَذَا لَفِى الصُّحُفِ الْأُولَى,"Indeed, this is in the former scriptures,",1:19.808
87:19,صُحُفِ إِبْرَهِيمَ وَمُوسَى,The scriptures of Abraham and Moses.,1:24.499
87:19,,,1:28.518
,,,1:28.518
