verse,ar,en,timestamps
17:13,وَكُلَّ إِنسَـٰنٍ أَلْزَمْنَـٰهُ طَـٰٓئِرَهُۥ,And [for] every person We have imposed his fate,0:00.000
,وَكُلَّ إِنسَـٰنٍ أَلْزَمْنَـٰهُ طَـٰٓئِرَهُۥ فِى عُنُقِهِۦ ۖ,"And [for] every person We have imposed his fate upon his neck,",0:08.146
,وَنُخْرِجُ لَهُۥ يَوْمَ ٱلْقِيَـٰمَةِ,and We will produce for him on the Day of Resurrection,0:16.026
,كِتَـٰبًا يَلْقَىٰهُ مَنشُورًا,a record which he will encounter spread open.,0:19.066
17:14,ٱقْرَأْ كِتَـٰبَكَ,"[It will be said], ""Read your record.",0:24.118
,كَفَىٰ بِنَفْسِكَ ٱلْيَوْمَ عَلَيْكَ حَسِيبًا,"Sufficient is yourself against you this Day as accountant.""",0:26.506
,كَفَىٰ بِنَفْسِكَ ٱلْيَوْمَ عَلَيْكَ حَسِيبًا,"Sufficient is yourself against you this Day as accountant.""",0:31.226
17:15,مَّنِ ٱهْتَدَىٰ فَإِنَّمَا يَهْتَدِى لِنَفْسِهِۦ ۖ,Whoever is guided is only guided for [the benefit of] his soul.,0:35.868
,وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيْهَا ۚ,And whoever errs only errs against it.,0:40.666
,وَلَا تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ ۗ,And no bearer of burdens will bear the burden of another.,0:45.933
,وَمَا كُنَّا مُعَذِّبِينَ حَتَّىٰ نَبْعَثَ رَسُولًا,And never would We punish until We sent a messenger.,0:50.706
17:16,وَإِذَآ أَرَدْنَآ أَن نُّهْلِكَ قَرْيَةً,"And when We intend to destroy a city,",0:56.752
,أَمَرْنَا مُتْرَفِيهَا,We command its affluent,1:00.840
,أَمَرْنَا مُتْرَفِيهَا,We command its affluent,1:03.786
,فَفَسَقُوا فِيهَا,but they defiantly disobey therein;,1:06.333
,فَحَقَّ عَلَيْهَا ٱلْقَوْلُ,"so the word [i.e., deserved decree] comes into effect upon it,",1:08.293
,فَحَقَّ عَلَيْهَا ٱلْقَوْلُ,"so the word [i.e., deserved decree] comes into effect upon it,",1:11.706
,فَدَمَّرْنَـٰهَا تَدْمِيرًا,and We destroy it with [complete] destruction.,1:13.960
17:17,وَكَمْ أَهْلَكْنَا مِنَ ٱلْقُرُونِ مِنۢ بَعْدِ نُوحٍ ۗ,And how many have We destroyed from the generations after Noah.,1:17.715
,وَكَفَىٰ بِرَبِّكَ,"And sufficient is your Lord,",1:24.280
,بِذُنُوبِ عِبَادِهِۦ خَبِيرًۢا بَصِيرًا,"concerning the sins of His servants, as Aware and Seeing.",1:26.506
,,,1:34.213
