verse,ar,en,timestamps
55:17,رَبُّ الْمَشْرِقَيْنِ وَرَبُّ الْمَغْرِبَيْنِ,[He is] Lord of the two sunrises and Lord of the two sunsets.,0:00.000
55:18,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:04.648
55:19,مَرَجَ الْبَحْرَيْنِ يَلْتَقِيَانِ,"He released the two seas, meeting [one another];",0:12.472
55:20,بَيْنَهُمَا بَرْزَخٌ لَّا يَبْغِيَانِ,Between them is a barrier so neither of them transgresses.,0:16.635
55:21,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:21.245
55:22,يَخْرُجُ مِنْهُمَا اللُّؤْلُؤُ وَالْمَرْجَانُ,From both of them emerge pearl and coral.,0:27.523
55:23,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:32.685
55:24,وَلَهُ الْجَوَارِ الْمُنشََٔاتُ فِى الْبَحْرِ كَالْأَعْلَمِ,And to Him belong the ships [with sails] elevated in the sea like mountains.,0:40.905
55:25,فَبِأَىِّ ءَالَاءِ رَبِّكُمَا تُكَذِّبَانِ,So which of the favors of your Lord would you deny?,0:48.178
,,,0:54.476
