verse,ar,en,timestamps
3:104,وَلْتَكُن مِّنكُمْ أُمَّةٌ,And let there be [arising] from you a nation,0:00.117
,يَدْعُونَ إِلَى الْخَيْرِ,"inviting to [all that is] good,",0:04.013
,يَدْعُونَ إِلَى الْخَيْرِ,"inviting to [all that is] good,",0:07.146
,وَيَأْمُرُونَ بِالْمَعْرُوفِ,enjoining what is right,0:09.093
,وَيَنْهَوْنَ عَنِ الْمُنكَرِ,"and forbidding what is wrong,",0:11.520
,وَيَأْمُرُونَ بِالْمَعْرُوفِ,enjoining what is right,0:15.413
,وَيَنْهَوْنَ عَنِ الْمُنكَرِ,"and forbidding what is wrong,",0:17.706
,وَأُولَئِكَ هُمُ الْمُفْلِحُونَ,and those will be the successful.,0:20.400
3:105,وَلَا تَكُونُوا كَالَّذِينَ تَفَرَّقُوا,And do not be like the ones who became divided,0:28.370
,وَاخْتَلَفُوا مِن بَعْدِ,and differed after,0:32.000
,مِن بَعْدِ مَا جَاءَهُمُ الْبَيِّنَتُ,after the clear proofs had come to them.,0:34.933
,وَأُولَئِكَ لَهُمْ عَذَابٌ عَظِيمٌ,And those will have a great punishment,0:42.693
3:106,يَوْمَ تَبْيَضُّ وُجُوهٌ,On the Day [some] faces will turn white,0:48.886
,وَتَسْوَدُّ وُجُوهٌ,and [some] faces will turn black.,0:51.733
,يَوْمَ تَبْيَضُّ وُجُوهٌ,On the Day [some] faces will turn white,0:55.973
,وَتَسْوَدُّ وُجُوهٌ,and [some] faces will turn black.,0:59.386
,فَأَمَّا الَّذِينَ اسْوَدَّتْ وُجُوهُهُمْ,"As for those whose faces turn black,",1:03.586
,أَكَفَرْتُم بَعْدَ إِيمَنِكُمْ,"[to them it will be said], ""Did you disbelieve [i.e., reject faith] after your belief?",1:07.773
,أَكَفَرْتُم بَعْدَ إِيمَنِكُمْ,"[to them it will be said], ""Did you disbelieve [i.e., reject faith] after your belief?",1:12.133
,فَذُوقُوا الْعَذَابَ,Then taste the punishment,1:15.480
,فَأَمَّا الَّذِينَ اسْوَدَّتْ وُجُوهُهُمْ,"As for those whose faces turn black,",1:20.333
,أَكَفَرْتُم بَعْدَ إِيمَنِكُمْ,"[to them it will be said], ""Did you disbelieve [i.e., reject faith] after your belief?",1:24.626
,فَذُوقُوا الْعَذَابَ,Then taste the punishment,1:28.106
,فَذُوقُوا الْعَذَابَ بِمَا كُنتُمْ تَكْفُرُونَ,"Then taste the punishment for what you used to reject.""",1:32.266
,,,1:39.034
