verse,ar,en,timestamps
,يَوْمَ نَحْشُرُ الْمُتَّقِينَ,On the Day We will gather the righteous,0:11.298
,إِلَى الرَّحْمَنِ وَفْدًا,to the Most Merciful as a delegation,0:13.773
,وَنَسُوقُ الْمُجْرِمِينَ إِلَى جَهَنَّمَ وِرْدًا,And will drive the criminals to Hell in thirst,0:16.421
,وَنَسُوقُ الْمُجْرِمِينَ إِلَى جَهَنَّمَ وِرْدًا,And will drive the criminals to Hell in thirst,0:21.840
,لَّا يَمْلِكُونَ الشَّفَعَةَ,None will have [power of] intercession,0:27.423
,إِلَّا مَنِ اتَّخَذَ عِندَ الرَّحْمَنِ عَهْدًا,except he who had taken from the Most Merciful a covenant.,0:29.933
,وَقَالُوا اتَّخَذَ الرَّحْمَنُ وَلَدًا,"And they say, ""The Most Merciful has taken [for Himself] a son.""",0:35.117
,لَّقَدْ جِئْتُمْ شَئًْا إِدًّا,You have done an atrocious thing.,0:39.275
,تَكَادُ السَّمَوَتُ يَتَفَطَّرْنَ مِنْهُ,The heavens almost rupture therefrom,0:42.778
,وَتَنشَقُّ الْأَرْضُ,and the earth splits open,0:46.893
,وَتَخِرُّ الْجِبَالُ,and the mountains collapse,0:49.453
,تَكَادُ السَّمَوَتُ يَتَفَطَّرْنَ مِنْهُ,The heavens almost rupture therefrom,0:54.266
,وَتَنشَقُّ الْأَرْضُ,and the earth splits open,0:58.146
,وَتَنشَقُّ الْأَرْضُ,and the earth splits open,1:01.293
,وَتَخِرُّ الْجِبَالُ هَدًّا,and the mountains collapse in devastation,1:04.266
,أَن دَعَوْا لِلرَّحْمَنِ وَلَدًا,That they attribute to the Most Merciful a son.,1:07.466
,وَمَا يَنبَغِى لِلرَّحْمَنِ,And it is not appropriate for the Most Merciful,1:12.061
,أَن يَتَّخِذَ وَلَدًا,that He should take a son.,1:16.026
,وَمَا يَنبَغِى لِلرَّحْمَنِ,And it is not appropriate for the Most Merciful,1:18.786
,أَن يَتَّخِذَ وَلَدًا,that He should take a son.,1:22.013
,,,1:24.388
